N,Version,Threshold,Blocks,Threads,Average
262144,2,128,8,512,0.3754304
262144,2,128,8,1024,0.3786176
262144,2,128,16,1,3.528832
262144,2,128,16,2,2.2785536
262144,2,128,16,4,1.5152448
262144,2,128,16,8,1.0301376
262144,2,128,16,16,0.7196352
262144,2,128,16,32,0.5510784
262144,2,128,16,64,0.4461952
262144,2,128,16,128,0.3938624
262144,2,128,16,256,0.3733376
262144,2,128,16,512,0.3801728
262144,2,128,16,1024,0.4015168
262144,2,128,32,1,2.0413952
262144,2,128,32,2,1.3527744
262144,2,128,32,4,0.9301504
262144,2,128,32,8,0.6851776
262144,2,128,32,16,0.5102464
262144,2,128,32,32,0.4280128
262144,2,128,32,64,0.3612736
262144,2,128,32,128,0.3598976
262144,2,128,32,256,0.3666048
262144,2,128,32,512,0.3626944
262144,2,128,32,1024,0.4048256
262144,2,128,64,1,1.2536448
262144,2,128,64,2,0.8717888
262144,2,128,64,4,0.6402816
262144,2,128,64,8,0.5579712
262144,2,128,64,16,0.4125504
262144,2,128,64,32,0.3604672
262144,2,128,64,64,0.3495744
262144,2,128,64,128,0.353344
262144,2,128,64,256,0.3685504
262144,2,128,64,512,0.3869056
262144,2,128,64,1024,0.4130048
262144,2,128,128,1,1.248992
262144,2,128,128,2,0.8735616
262144,2,128,128,4,0.6363776
262144,2,128,128,8,0.5092864
262144,2,128,128,16,0.4292608
262144,2,128,128,32,0.3779136
262144,2,128,128,64,0.3661888
262144,2,128,128,128,0.3613248
262144,2,128,128,256,0.3492096
262144,2,128,128,512,0.3674688
262144,2,128,128,1024,0.4304448
262144,2,128,256,1,5.4475392
262144,2,128,256,2,2.8879424
262144,2,128,256,4,1.6328576
262144,2,128,256,8,0.9992256
262144,2,128,256,16,0.6705216
262144,2,128,256,32,0.5067712
262144,2,128,256,64,0.4226624
262144,2,128,256,128,0.3959744
262144,2,128,256,256,0.3890752
262144,2,128,256,512,0.413504
262144,2,128,256,1024,0.7990656
262144,2,128,512,1,2.9874432
262144,2,128,512,2,2.0919296
262144,2,128,512,4,1.0101376
262144,2,128,512,8,0.6854656
262144,2,128,512,16,0.509984
262144,2,128,512,32,0.4327168
262144,2,128,512,64,0.3712
262144,2,128,512,128,0.37536
262144,2,128,512,256,0.4102464
262144,2,128,512,512,0.6988288
262144,2,128,512,1024,1.3469184
262144,2,128,1024,1,1.7780992
262144,2,128,1024,2,1.050368
262144,2,128,1024,4,0.710304
262144,2,128,1024,8,0.542272
262144,2,128,1024,16,0.4448384
262144,2,128,1024,32,0.386432
262144,2,128,1024,64,0.3809216
262144,2,128,1024,128,0.3987392
262144,2,128,1024,256,0.6855808
262144,2,128,1024,512,1.1057728
262144,2,128,1024,1024,2.752
262144,2,128,2048,1,1.3203968
262144,2,128,2048,2,0.9227584
262144,2,128,2048,4,0.669536
262144,2,128,2048,8,0.5321088
262144,2,128,2048,16,0.4360448
262144,2,128,2048,32,0.383936
262144,2,128,2048,64,0.3805952
262144,2,128,2048,128,0.6687232
262144,2,128,2048,256,1.1311424
262144,2,128,2048,512,2.0899136
262144,2,128,2048,1024,4.5761344
262144,2,128,4096,1,1.3440512
262144,2,128,4096,2,0.9517248
262144,2,128,4096,4,0.7134016
262144,2,128,4096,8,0.5807872
262144,2,128,4096,16,0.4919232
262144,2,128,4096,32,0.4368192
262144,2,128,4096,64,0.6565568
262144,2,128,4096,128,1.1132672
262144,2,128,4096,256,2.0115648
262144,2,128,4096,512,3.93664
262144,2,128,4096,1024,8.78128
262144,2,128,8192,1,1.4081408
262144,2,128,8192,2,1.0080448
262144,2,128,8192,4,0.7755904
262144,2,128,8192,8,0.635872
262144,2,128,8192,16,0.5479232
262144,2,128,8192,32,0.7736768
262144,2,128,8192,64,1.1200192
262144,2,128,8192,128,1.9714368
262144,2,128,8192,256,3.7987968
262144,2,128,8192,512,7.4385216
262144,2,128,8192,1024,16.3611134
262144,2,128,16384,1,1.5104384
262144,2,128,16384,2,1.1105024
262144,2,128,16384,4,0.8929728
262144,2,128,16384,8,0.7684096
262144,2,128,16384,16,1.0236928
262144,2,128,16384,32,1.30288
262144,2,128,16384,64,1.9719552
262144,2,128,16384,128,3.6833088
262144,2,128,16384,256,7.199008
262144,2,128,16384,512,14.8177342
262144,2,128,16384,1024,33.865357
262144,2,128,32768,1,1.762656
262144,2,128,32768,2,1.3938496
262144,2,128,32768,4,1.1570432
262144,2,128,32768,8,1.4931328
262144,2,128,32768,16,1.7806528
262144,2,128,32768,32,2.2621184
262144,2,128,32768,64,3.5731392
262144,2,128,32768,128,6.8922304
262144,2,128,32768,256,13.5151424
262144,2,128,32768,512,28.2479874
262144,2,128,32768,1024,65.4140182
262144,2,1024,1,1,50.7301124
262144,2,1024,1,2,31.2804354
262144,2,1024,1,4,19.3282748
262144,2,1024,1,8,11.593856
262144,2,1024,1,16,6.865184
262144,2,1024,1,32,4.0524288
262144,2,1024,1,64,2.386112
262144,2,1024,1,128,1.4694592
262144,2,1024,1,256,0
262144,2,1024,1,512,0.7059456
262144,2,1024,1,1024,0.6572608
262144,2,1024,2,1,25.4023174
262144,2,1024,2,2,15.7958208
262144,2,1024,2,4,9.8506176
262144,2,1024,2,8,5.9495616
262144,2,1024,2,16,4.049952
262144,2,1024,2,32,2.180928
262144,2,1024,2,64,1.360416
262144,2,1024,2,128,0.8928832
262144,2,1024,2,256,0
262144,2,1024,2,512,0.5121856
262144,2,1024,2,1024,0.4760448
262144,2,1024,4,1,12.9946112
262144,2,1024,4,2,8.115744
262144,2,1024,4,4,5.0886336
262144,2,1024,4,8,3.1536448
262144,2,1024,4,16,1.9529792
262144,2,1024,4,32,1.2479872
262144,2,1024,4,64,0.8378368
262144,2,1024,4,128,0.601152
262144,2,1024,4,256,0
262144,2,1024,4,512,0.403136
262144,2,1024,4,1024,0.3920576
262144,2,1024,8,1,6.7021632
262144,2,1024,8,2,4.2306752
262144,2,1024,8,4,2.7088064
262144,2,1024,8,8,1.7325952
262144,2,1024,8,16,1.1122176
262144,2,1024,8,32,0.7814336
262144,2,1024,8,64,0.57344
262144,2,1024,8,128,0.4611648
262144,2,1024,8,256,0
262144,2,1024,8,512,0.3736064
262144,2,1024,8,1024,0.3945344
262144,2,1024,16,1,3.5640064
262144,2,1024,16,2,2.6222336
262144,2,1024,16,4,1.5162176
262144,2,1024,16,8,1.0418048
262144,2,1024,16,16,0.7276672
262144,2,1024,16,32,0.5596288
262144,2,1024,16,64,0.4534144
262144,2,1024,16,128,0.3919744
262144,2,1024,16,256,0
262144,2,1024,16,512,0.3751808
262144,2,1024,16,1024,0.3930944
262144,2,1024,32,1,2.0411968
262144,2,1024,32,2,1.3491776
262144,2,1024,32,4,0.9359424
262144,2,1024,32,8,0.685024
262144,2,1024,32,16,0.5063552
262144,2,1024,32,32,0.4128896
262144,2,1024,32,64,0.3610688
262144,2,1024,32,128,0.350528
262144,2,1024,32,256,0
262144,2,1024,32,512,0.3554816
262144,2,1024,32,1024,0.3974208
262144,2,1024,64,1,1.2716736
262144,2,1024,64,2,0.8740672
262144,2,1024,64,4,0.65312
262144,2,1024,64,8,0.5205376
262144,2,1024,64,16,0.4277248
262144,2,1024,64,32,0.3809472
262144,2,1024,64,64,0.3670784
262144,2,1024,64,128,0.3816704
262144,2,1024,64,256,0
262144,2,1024,64,512,0.4466304
262144,2,1024,64,1024,0.4157824
262144,2,1024,128,1,1.2610176
262144,2,1024,128,2,0.8695488
262144,2,1024,128,4,0.6246016
262144,2,1024,128,8,0.5082304
262144,2,1024,128,16,0.4303552
262144,2,1024,128,32,0.3778688
262144,2,1024,128,64,0.358784
262144,2,1024,128,128,0.379328
262144,2,1024,128,256,0
262144,2,1024,128,512,0.3875968
262144,2,1024,128,1024,0.4420736
262144,2,1024,256,1,1.2796736
262144,2,1024,256,2,0.8891968
262144,2,1024,256,4,0.6340544
262144,2,1024,256,8,0.4996992
262144,2,1024,256,16,0.405824
262144,2,1024,256,32,0.381792
262144,2,1024,256,64,0.372416
262144,2,1024,256,128,0.3755392
262144,2,1024,256,256,0
262144,2,1024,256,512,0.4077824
262144,2,1024,256,1024,0.7798016
262144,2,1024,512,1,1.3047616
262144,2,1024,512,2,0.8939904
262144,2,1024,512,4,0.66208
262144,2,1024,512,8,0.5243648
262144,2,1024,512,16,0.4292288
262144,2,1024,512,32,0.3813312
262144,2,1024,512,64,0.3736384
262144,2,1024,512,128,0.3679104
262144,2,1024,512,256,0
262144,2,1024,512,512,0
262144,2,1024,512,1024,0
262144,2,1024,1024,1,1.2806656
262144,2,1024,1024,2,0.900192
262144,2,1024,1024,4,0.668768
262144,2,1024,1024,8,0.5356736
262144,2,1024,1024,16,0.4447872
262144,2,1024,1024,32,0.3963584
262144,2,1024,1024,64,0.381248
262144,2,1024,1024,128,0.4010624
262144,2,1024,1024,256,0.6803264
262144,2,1024,1024,512,1.1707904
262144,2,1024,1024,1024,2.4276928
262144,2,1024,2048,1,1.3413696
262144,2,1024,2048,2,0.9285632
262144,2,1024,2048,4,0.6971776
262144,2,1024,2048,8,0.549504
262144,2,1024,2048,16,0.463136
262144,2,1024,2048,32,0.4060352
262144,2,1024,2048,64,0.4071744
262144,2,1024,2048,128,0.678592
262144,2,1024,2048,256,1.1166144
262144,2,1024,2048,512,2.105088
262144,2,1024,2048,1024,4.4502976
262144,2,1024,4096,1,1.32544
262144,2,1024,4096,2,0.9566336
262144,2,1024,4096,4,0.6943616
262144,2,1024,4096,8,0.5787904
262144,2,1024,4096,16,0.4876224
262144,2,1024,4096,32,0.469728
262144,2,1024,4096,64,0.6796864
262144,2,1024,4096,128,1.1079232
262144,2,1024,4096,256,2.00592
262144,2,1024,4096,512,4.2022592
262144,2,1024,4096,1024,8.7902912
262144,2,1024,8192,1,1.3923584
262144,2,1024,8192,2,1.0063232
262144,2,1024,8192,4,0.7708608
262144,2,1024,8192,8,0.6225088
262144,2,1024,8192,16,0.5313024
262144,2,1024,8192,32,0.7505344
262144,2,1024,8192,64,1.1014912
262144,2,1024,8192,128,1.9881728
262144,2,1024,8192,256,3.7759616
262144,2,1024,8192,512,7.429408
262144,2,1024,8192,1024,16.6824186
262144,2,1024,16384,1,1.5155648
262144,2,1024,16384,2,1.14096
262144,2,1024,16384,4,0.9036864
262144,2,1024,16384,8,0.763712
262144,2,1024,16384,16,1.037056
262144,2,1024,16384,32,1.3068352
262144,2,1024,16384,64,2.0110592
262144,2,1024,16384,128,3.581952
262144,2,1024,16384,256,7.1199104
262144,2,1024,16384,512,15.1277696
262144,2,1024,16384,1024,33.9511046
262144,2,1024,32768,1,1.8239808
262144,2,1024,32768,2,1.3995712
262144,2,1024,32768,4,1.1605632
262144,2,1024,32768,8,1.4849792
262144,2,1024,32768,16,1.7838912
262144,2,1024,32768,32,2.2776448
262144,2,1024,32768,64,3.6940032
262144,2,1024,32768,128,7.0196288
262144,2,1024,32768,256,14.0163648
262144,2,1024,32768,512,28.140954
262144,2,1024,32768,1024,65.2777976
262144,2,2048,1,1,50.8311684
262144,2,2048,1,2,31.2512892
262144,2,2048,1,4,19.3609284
262144,2,2048,1,8,11.620672
262144,2,2048,1,16,6.8697536
262144,2,2048,1,32,4.0654272
262144,2,2048,1,64,2.41104
262144,2,2048,1,128,1.4728576
262144,2,2048,1,256,0.9890368
262144,2,2048,1,512,0.7203584
262144,2,2048,1,1024,0.656544
262144,2,2048,2,1,25.4103616
262144,2,2048,2,2,15.7770176
262144,2,2048,2,4,9.8117376
262144,2,2048,2,8,5.955616
262144,2,2048,2,16,3.5928256
262144,2,2048,2,32,2.184864
262144,2,2048,2,64,1.3664192
262144,2,2048,2,128,0.883328
262144,2,2048,2,256,0.6404928
262144,2,2048,2,512,0.509376
262144,2,2048,2,1024,0.4834688
262144,2,2048,4,1,12.99152
262144,2,2048,4,2,8.5533312
262144,2,2048,4,4,5.1073344
262144,2,2048,4,8,3.1613248
262144,2,2048,4,16,1.9604032
262144,2,2048,4,32,1.2492992
262144,2,2048,4,64,0.8413568
262144,2,2048,4,128,0.5981952
262144,2,2048,4,256,0.474688
262144,2,2048,4,512,0.4033792
262144,2,2048,4,1024,0.3987904
262144,2,2048,8,1,6.7025088
262144,2,2048,8,2,4.2200832
262144,2,2048,8,4,2.7014016
262144,2,2048,8,8,1.7483456
262144,2,2048,8,16,1.1224448
262144,2,2048,8,32,0.7811648
262144,2,2048,8,64,0.5790336
262144,2,2048,8,128,0.4418432
262144,2,2048,8,256,0.3832448
262144,2,2048,8,512,0.3679616
262144,2,2048,8,1024,0.382912
262144,2,2048,16,1,3.5651968
262144,2,2048,16,2,2.296992
262144,2,2048,16,4,1.5269568
262144,2,2048,16,8,1.0286912
262144,2,2048,16,16,0.7297152
262144,2,2048,16,32,0.5480192
262144,2,2048,16,64,0.4499136
262144,2,2048,16,128,0.371456
262144,2,2048,16,256,0.366976
262144,2,2048,16,512,0.3748416
262144,2,2048,16,1024,0.4026368
262144,2,2048,32,1,2.0430528
262144,2,2048,32,2,1.3415616
262144,2,2048,32,4,0.9429504
262144,2,2048,32,8,0.687072
262144,2,2048,32,16,0.5089792
262144,2,2048,32,32,0.4156224
262144,2,2048,32,64,0.3740416
262144,2,2048,32,128,0.3632704
262144,2,2048,32,256,0.367936
262144,2,2048,32,512,0.37264
262144,2,2048,32,1024,0.4001664
262144,2,2048,64,1,1.2681664
262144,2,2048,64,2,0.8776512
262144,2,2048,64,4,0.6496256
262144,2,2048,64,8,0.4905408
262144,2,2048,64,16,0.4206848
262144,2,2048,64,32,0.3577984
262144,2,2048,64,64,0.3742464
262144,2,2048,64,128,0.3604288
262144,2,2048,64,256,0.366592
262144,2,2048,64,512,0.3757184
262144,2,2048,64,1024,0.4142592
262144,2,2048,128,1,1.3152448
262144,2,2048,128,2,0.8805312
262144,2,2048,128,4,0.6630144
262144,2,2048,128,8,0.5215936
262144,2,2048,128,16,0.435904
262144,2,2048,128,32,0.3842752
262144,2,2048,128,64,0.3703552
262144,2,2048,128,128,0.374688
262144,2,2048,128,256,0.3669952
262144,2,2048,128,512,0.3773632
262144,2,2048,128,1024,0.4449856
262144,2,2048,256,1,1.2748224
262144,2,2048,256,2,0.8875008
262144,2,2048,256,4,0.6399936
262144,2,2048,256,8,0.5090688
262144,2,2048,256,16,0.4379328
262144,2,2048,256,32,0.3827456
262144,2,2048,256,64,0.371456
262144,2,2048,256,128,0.3629824
262144,2,2048,256,256,0.382464
262144,2,2048,256,512,0.4063168
262144,2,2048,256,1024,0.7764544
262144,2,2048,512,1,1.2926144
262144,2,2048,512,2,0.9471552
262144,2,2048,512,4,0.665376
262144,2,2048,512,8,0.5161088
262144,2,2048,512,16,0.4245376
262144,2,2048,512,32,0.3825664
262144,2,2048,512,64,0.374656
262144,2,2048,512,128,0.3719296
262144,2,2048,512,256,0.3963712
262144,2,2048,512,512,0.6596608
262144,2,2048,512,1024,1.3329024
262144,2,2048,1024,1,1.2937088
262144,2,2048,1024,2,0.904896
262144,2,2048,1024,4,0.6651072
262144,2,2048,1024,8,0.5328064
262144,2,2048,1024,16,0.4483584
262144,2,2048,1024,32,0.3995776
262144,2,2048,1024,64,0.3862208
262144,2,2048,1024,128,0.39024
262144,2,2048,1024,256,0.6730496
262144,2,2048,1024,512,1.1518592
262144,2,2048,1024,1024,2.3778688
262144,2,2048,2048,1,1.3010368
262144,2,2048,2048,2,0.91248
262144,2,2048,2048,4,0.6815744
262144,2,2048,2048,8,0.5413632
262144,2,2048,2048,16,0.4571904
262144,2,2048,2048,32,0.4116032
262144,2,2048,2048,64,0.4050624
262144,2,2048,2048,128,0.6702656
262144,2,2048,2048,256,1.1249024
262144,2,2048,2048,512,2.087296
262144,2,2048,2048,1024,4.4589952
262144,2,2048,4096,1,1.3566528
262144,2,2048,4096,2,0.9537984
262144,2,2048,4096,4,0.72416
262144,2,2048,4096,8,0.5826432
262144,2,2048,4096,16,0.4787648
262144,2,2048,4096,32,0.422368
262144,2,2048,4096,64,0.676928
262144,2,2048,4096,128,1.1165696
262144,2,2048,4096,256,2.00432
262144,2,2048,4096,512,3.9688768
262144,2,2048,4096,1024,8.8110848
262144,2,2048,8192,1,1.4137536
262144,2,2048,8192,2,1.0172288
262144,2,2048,8192,4,0.7769024
262144,2,2048,8192,8,0.648256
262144,2,2048,8192,16,0.556064
262144,2,2048,8192,32,0.7672064
262144,2,2048,8192,64,1.1312
262144,2,2048,8192,128,1.9662784
262144,2,2048,8192,256,3.7704448
262144,2,2048,8192,512,7.5109824
262144,2,2048,8192,1024,17.220416
262144,2,2048,16384,1,1.541344
262144,2,2048,16384,2,1.1372672
262144,2,2048,16384,4,0.9094656
262144,2,2048,16384,8,0.771424
262144,2,2048,16384,16,1.0179584
262144,2,2048,16384,32,1.3009152
262144,2,2048,16384,64,1.8969984
262144,2,2048,16384,128,3.847328
262144,2,2048,16384,256,6.7697408
262144,2,2048,16384,512,14.37712
262144,2,2048,16384,1024,31.9978938
262144,2,2048,32768,1,1.755008
262144,2,2048,32768,2,1.3947072
262144,2,2048,32768,4,1.1672704
262144,2,2048,32768,8,1.5027648
262144,2,2048,32768,16,1.8372736
262144,2,2048,32768,32,2.3090816
262144,2,2048,32768,64,3.5214848
262144,2,2048,32768,128,6.8110336
262144,2,2048,32768,256,13.6325568
262144,2,2048,32768,512,29.0720126
262144,2,2048,32768,1024,65.1782378
262144,2,4096,1,1,51.0833144
262144,2,4096,1,2,31.247763
262144,2,4096,1,4,19.3485058
262144,2,4096,1,8,11.6138688
262144,2,4096,1,16,6.8734784
262144,2,4096,1,32,4.0738368
262144,2,4096,1,64,2.3948544
262144,2,4096,1,128,1.4777408
262144,2,4096,1,256,0.989376
262144,2,4096,1,512,0.7238208
262144,2,4096,1,1024,0.655104
262144,2,4096,2,1,25.4285824
262144,2,4096,2,2,16.1510912
262144,2,4096,2,4,9.8377344
262144,2,4096,2,8,5.9851584
262144,2,4096,2,16,3.6341248
262144,2,4096,2,32,2.1885568
262144,2,4096,2,64,1.3452544
262144,2,4096,2,128,0.881536
262144,2,4096,2,256,0.6401856
262144,2,4096,2,512,0.508992
262144,2,4096,2,1024,0.481632
262144,2,4096,4,1,13.0016512
262144,2,4096,4,2,8.103872
262144,2,4096,4,4,5.0979008
262144,2,4096,4,8,3.155072
262144,2,4096,4,16,1.9579968
262144,2,4096,4,32,1.252736
262144,2,4096,4,64,0.826688
262144,2,4096,4,128,0.5924224
262144,2,4096,4,256,0.4752384
262144,2,4096,4,512,0.4057024
262144,2,4096,4,1024,0.4005632
262144,2,4096,8,1,6.7305152
262144,2,4096,8,2,4.2376896
262144,2,4096,8,4,2.7180224
262144,2,4096,8,8,1.75008
262144,2,4096,8,16,1.1350592
262144,2,4096,8,32,0.7954432
262144,2,4096,8,64,0.5616896
262144,2,4096,8,128,0.4489664
262144,2,4096,8,256,0.3892928
262144,2,4096,8,512,0.3735168
262144,2,4096,8,1024,0.3847104
262144,2,4096,16,1,3.5745024
262144,2,4096,16,2,2.2912448
262144,2,4096,16,4,1.5202432
262144,2,4096,16,8,1.0418112
262144,2,4096,16,16,0.734784
262144,2,4096,16,32,0.5475328
262144,2,4096,16,64,0.4356224
262144,2,4096,16,128,0.3834752
262144,2,4096,16,256,0.3696576
262144,2,4096,16,512,0.3792
262144,2,4096,16,1024,0.3998528
262144,2,4096,32,1,2.0777536
262144,2,4096,32,2,1.3589056
262144,2,4096,32,4,0.9511808
262144,2,4096,32,8,0.6893056
262144,2,4096,32,16,0.5350592
262144,2,4096,32,32,0.4203712
262144,2,4096,32,64,0.360352
262144,2,4096,32,128,0.3599488
262144,2,4096,32,256,0.3721536
262144,2,4096,32,512,0.377792
262144,2,4096,32,1024,0.407616
262144,2,4096,64,1,1.2827776
262144,2,4096,64,2,0.8902656
262144,2,4096,64,4,0.6594176
262144,2,4096,64,8,0.5226304
262144,2,4096,64,16,0.4542464
262144,2,4096,64,32,0.3916608
262144,2,4096,64,64,0.3572352
262144,2,4096,64,128,0.3600128
262144,2,4096,64,256,0.3659712
262144,2,4096,64,512,0.378848
262144,2,4096,64,1024,0.4156224
262144,2,4096,128,1,1.2816256
262144,2,4096,128,2,0.8892224
262144,2,4096,128,4,0.6545216
262144,2,4096,128,8,0.5303488
262144,2,4096,128,16,0.4224192
262144,2,4096,128,32,0.384608
262144,2,4096,128,64,0.3621568
262144,2,4096,128,128,0.3663616
262144,2,4096,128,256,0.3718016
262144,2,4096,128,512,0.3858816
262144,2,4096,128,1024,0.4428608
262144,2,4096,256,1,1.2894336
262144,2,4096,256,2,0.8964928
262144,2,4096,256,4,0.6470336
262144,2,4096,256,8,0.5321664
262144,2,4096,256,16,0.4543872
262144,2,4096,256,32,0.3890624
262144,2,4096,256,64,0.3609216
262144,2,4096,256,128,0.3716288
262144,2,4096,256,256,0.3780352
262144,2,4096,256,512,0.4107328
262144,2,4096,256,1024,0.7750912
262144,2,4096,512,1,1.3036672
262144,2,4096,512,2,0.9044416
262144,2,4096,512,4,0.67616
262144,2,4096,512,8,0.5339264
262144,2,4096,512,16,0.7732928
262144,2,4096,512,32,0.3936768
262144,2,4096,512,64,0.362592
262144,2,4096,512,128,0.3723648
262144,2,4096,512,256,0.3889408
262144,2,4096,512,512,0.6962432
262144,2,4096,512,1024,1.3306048
262144,2,4096,1024,1,1.3161408
262144,2,4096,1024,2,0.900896
262144,2,4096,1024,4,0.6754048
262144,2,4096,1024,8,0.5369024
262144,2,4096,1024,16,0.4568832
262144,2,4096,1024,32,0.3912704
262144,2,4096,1024,64,0.3708224
262144,2,4096,1024,128,0.3910528
262144,2,4096,1024,256,0.6579328
262144,2,4096,1024,512,1.1619072
262144,2,4096,1024,1024,2.4110848
262144,2,4096,2048,1,1.3006144
262144,2,4096,2048,2,0.9184576
262144,2,4096,2048,4,0.694112
262144,2,4096,2048,8,0.5572032
262144,2,4096,2048,16,0.4667968
262144,2,4096,2048,32,0.4172992
262144,2,4096,2048,64,0.3900288
262144,2,4096,2048,128,0.6587648
262144,2,4096,2048,256,1.1205888
262144,2,4096,2048,512,2.0905792
262144,2,4096,2048,1024,4.5229248
262144,2,4096,4096,1,1.299712
262144,2,4096,4096,2,0.9447872
262144,2,4096,4096,4,0.7137088
262144,2,4096,4096,8,0.5896192
262144,2,4096,4096,16,0.4899776
262144,2,4096,4096,32,0.4253376
262144,2,4096,4096,64,0.6556608
262144,2,4096,4096,128,1.0538624
262144,2,4096,4096,256,1.9574528
262144,2,4096,4096,512,3.7723904
262144,2,4096,4096,1024,8.7621696
262144,2,4096,8192,1,1.4153664
262144,2,4096,8192,2,1.0181056
262144,2,4096,8192,4,0.7879744
262144,2,4096,8192,8,0.6644352
262144,2,4096,8192,16,0.5509952
262144,2,4096,8192,32,0.731424
262144,2,4096,8192,64,1.0733824
262144,2,4096,8192,128,1.8757248
262144,2,4096,8192,256,3.6322432
262144,2,4096,8192,512,7.5544064
262144,2,4096,8192,1024,17.1753854
262144,2,4096,16384,1,1.5559744
262144,2,4096,16384,2,1.1437632
262144,2,4096,16384,4,0.9219456
262144,2,4096,16384,8,0.7715136
262144,2,4096,16384,16,1.0176
262144,2,4096,16384,32,1.3247296
262144,2,4096,16384,64,1.9982912
262144,2,4096,16384,128,3.5697344
262144,2,4096,16384,256,6.8550144
262144,2,4096,16384,512,13.8158208
262144,2,4096,16384,1024,32.7783684
262144,2,4096,32768,1,1.7566592
262144,2,4096,32768,2,1.3744128
262144,2,4096,32768,4,1.17104
262144,2,4096,32768,8,1.5020416
262144,2,4096,32768,16,1.7859392
262144,2,4096,32768,32,2.2917184
262144,2,4096,32768,64,3.5249152
262144,2,4096,32768,128,6.8527296
262144,2,4096,32768,256,13.478336
262144,2,4096,32768,512,27.4785864
262144,2,4096,32768,1024,65.2445068
262144,2,8192,1,1,50.7323318
262144,2,8192,1,2,31.6107652
262144,2,8192,1,4,19.3423364
262144,2,8192,1,8,11.6232384
262144,2,8192,1,16,6.8917824
262144,2,8192,1,32,4.0433664
262144,2,8192,1,64,2.3929856
262144,2,8192,1,128,1.4623552
262144,2,8192,1,256,0.9668288
262144,2,8192,1,512,0.7027392
262144,2,8192,1,1024,0.6497856
262144,2,8192,2,1,25.4199618
262144,2,8192,2,2,15.8325824
262144,2,8192,2,4,9.8437184
262144,2,8192,2,8,6.0027648
262144,2,8192,2,16,3.624576
262144,2,8192,2,32,2.1740928
262144,2,8192,2,64,1.3389504
262144,2,8192,2,128,0.8854464
262144,2,8192,2,256,0.6397952
262144,2,8192,2,512,0.5139264
262144,2,8192,2,1024,0.4709952
262144,2,8192,4,1,13.006624
262144,2,8192,4,2,8.1429888
262144,2,8192,4,4,5.1135936
262144,2,8192,4,8,3.1839936
262144,2,8192,4,16,1.9575488
262144,2,8192,4,32,1.2256
262144,2,8192,4,64,0.8168512
262144,2,8192,4,128,0.590432
262144,2,8192,4,256,0.4713728
262144,2,8192,4,512,0.4040576
262144,2,8192,4,1024,0.3995392
262144,2,8192,8,1,6.727072
262144,2,8192,8,2,4.2428736
262144,2,8192,8,4,2.7317696
262144,2,8192,8,8,1.7749824
262144,2,8192,8,16,1.1593344
262144,2,8192,8,32,0.7742144
262144,2,8192,8,64,0.5627264
262144,2,8192,8,128,0.4454272
262144,2,8192,8,256,0.7052352
262144,2,8192,8,512,0.3730496
262144,2,8192,8,1024,0.3893312
262144,2,8192,16,1,3.5902336
262144,2,8192,16,2,2.3232704
262144,2,8192,16,4,1.5455424
262144,2,8192,16,8,1.05936
262144,2,8192,16,16,0.7620032
262144,2,8192,16,32,0.537536
262144,2,8192,16,64,0.4330624
262144,2,8192,16,128,0.368896
262144,2,8192,16,256,0.349344
262144,2,8192,16,512,0.3663296
262144,2,8192,16,1024,0.4121024
262144,2,8192,32,1,2.0689408
262144,2,8192,32,2,1.3697472
262144,2,8192,32,4,0.9573632
262144,2,8192,32,8,0.7075776
262144,2,8192,32,16,0.545056
262144,2,8192,32,32,0.4540288
262144,2,8192,32,64,0.37216
262144,2,8192,32,128,0.3590784
262144,2,8192,32,256,0.3604544
262144,2,8192,32,512,0.3733504
262144,2,8192,32,1024,0.4080512
262144,2,8192,64,1,1.2652736
262144,2,8192,64,2,0.887392
262144,2,8192,64,4,0.6618432
262144,2,8192,64,8,0.523328
262144,2,8192,64,16,0.4434752
262144,2,8192,64,32,0.3740352
262144,2,8192,64,64,0.3520512
262144,2,8192,64,128,0.3577024
262144,2,8192,64,256,0.3675072
262144,2,8192,64,512,0.377632
262144,2,8192,64,1024,0.4274944
262144,2,8192,128,1,1.2885376
262144,2,8192,128,2,0.892672
262144,2,8192,128,4,0.6838016
262144,2,8192,128,8,0.5506624
262144,2,8192,128,16,0.4592704
262144,2,8192,128,32,0.3699968
262144,2,8192,128,64,0.3569664
262144,2,8192,128,128,0.3446784
262144,2,8192,128,256,0.3602816
262144,2,8192,128,512,0.3877632
262144,2,8192,128,1024,0.4470016
262144,2,8192,256,1,1.3085568
262144,2,8192,256,2,0.8936192
262144,2,8192,256,4,0.6508032
262144,2,8192,256,8,0.5210624
262144,2,8192,256,16,0.4640192
262144,2,8192,256,32,0.3699904
262144,2,8192,256,64,0.3597504
262144,2,8192,256,128,0.3699904
262144,2,8192,256,256,0.3782528
262144,2,8192,256,512,0.4057472
262144,2,8192,256,1024,0.8258368
262144,2,8192,512,1,1.3125184
262144,2,8192,512,2,0.9146432
262144,2,8192,512,4,0.6907328
262144,2,8192,512,8,0.5607296
262144,2,8192,512,16,0.4629632
262144,2,8192,512,32,0.3726784
262144,2,8192,512,64,0.3640512
262144,2,8192,512,128,0.3746112
262144,2,8192,512,256,0.3970304
262144,2,8192,512,512,0.7005376
262144,2,8192,512,1024,1.3248128
262144,2,8192,1024,1,1.3243392
262144,2,8192,1024,2,0.9005376
262144,2,8192,1024,4,0.6792512
