N,Version,Threshold,Blocks,Threads,Average
4096,1,4096,4096,4,0.14192
4096,1,4096,4096,8,0.188768
4096,1,4096,4096,16,0.2585024
4096,1,4096,4096,32,0.383648
4096,1,4096,4096,64,0.5663808
4096,1,4096,4096,128,0.9326144
4096,1,4096,4096,256,1.7507456
4096,1,4096,4096,512,3.3166528
4096,1,4096,4096,1024,6.2407808
4096,1,4096,8192,1,0.1524416
4096,1,4096,8192,2,0.1766912
4096,1,4096,8192,4,0.22752
4096,1,4096,8192,8,0.308512
4096,1,4096,8192,16,0.4486016
4096,1,4096,8192,32,0.6310528
4096,1,4096,8192,64,0.9060224
4096,1,4096,8192,128,1.6776
4096,1,4096,8192,256,3.2162176
4096,1,4096,8192,512,6.0082432
4096,1,4096,8192,1024,12.6841792
4096,1,4096,16384,1,0.2589312
4096,1,4096,16384,2,0.3008448
4096,1,4096,16384,4,0.3881088
4096,1,4096,16384,8,0.5469824
4096,1,4096,16384,16,0.7960832
4096,1,4096,16384,32,1.0751744
4096,1,4096,16384,64,1.7073984
4096,1,4096,16384,128,3.1294976
4096,1,4096,16384,256,5.9439872
4096,1,4096,16384,512,12.1538496
4096,1,4096,16384,1024,25.6753088
4096,1,4096,32768,1,0.4478336
4096,1,4096,32768,2,0.5505216
4096,1,4096,32768,4,0.7499648
4096,1,4096,32768,8,1.0512448
4096,1,4096,32768,16,1.3153664
4096,1,4096,32768,32,1.8932928
4096,1,4096,32768,64,3.0699264
4096,1,4096,32768,128,5.9854592
4096,1,4096,32768,256,11.569216
4096,1,4096,32768,512,22.9154366
4096,1,4096,32768,1024,48.3286398
4096,1,8192,1,1,0.8013696
4096,1,8192,1,2,0.513024
4096,1,8192,1,4,0.652832
4096,1,8192,1,8,0.2262464
4096,1,8192,1,16,0.1475456
4096,1,8192,1,32,0.1078976
4096,1,8192,1,64,0.0808128
4096,1,8192,1,128,0.0664896
4096,1,8192,1,256,0.0580992
4096,1,8192,1,512,0.0574144
4096,1,8192,1,1024,0.0521152
4096,1,8192,2,1,0.4275648
4096,1,8192,2,2,0.2836288
4096,1,8192,2,4,0.1962368
4096,1,8192,2,8,0.134112
4096,1,8192,2,16,0.0940736
4096,1,8192,2,32,0.0769152
4096,1,8192,2,64,0.0658048
4096,1,8192,2,128,0.0570048
4096,1,8192,2,256,0.0540224
4096,1,8192,2,512,0.0541312
4096,1,8192,2,1024,0.0524352
4096,1,8192,4,1,0.2427904
4096,1,8192,4,2,0.1649792
4096,1,8192,4,4,0.1211456
4096,1,8192,4,8,0.0919616
4096,1,8192,4,16,0.0777088
4096,1,8192,4,32,0.0630784
4096,1,8192,4,64,0.06
4096,1,8192,4,128,0.0525888
4096,1,8192,4,256,0.052448
4096,1,8192,4,512,0.0522624
4096,1,8192,4,1024,0.0549568
4096,1,8192,8,1,0.1644416
4096,1,8192,8,2,0.1102976
4096,1,8192,8,4,0.0848576
4096,1,8192,8,8,0.0693248
4096,1,8192,8,16,0.0606656
4096,1,8192,8,32,0.060384
4096,1,8192,8,64,0.059008
4096,1,8192,8,128,0.0508096
4096,1,8192,8,256,0.049504
4096,1,8192,8,512,0.0557056
4096,1,8192,8,1024,0.0704384
4096,1,8192,16,1,0.1028672
4096,1,8192,16,2,0.079136
4096,1,8192,16,4,0.0689152
4096,1,8192,16,8,0.0609088
4096,1,8192,16,16,0.0566912
4096,1,8192,16,32,0.0500928
4096,1,8192,16,64,0.0518144
4096,1,8192,16,128,0.053792
4096,1,8192,16,256,0.0542272
4096,1,8192,16,512,0.0697984
4096,1,8192,16,1024,0.0872128
4096,1,8192,32,1,0.07936
4096,1,8192,32,2,0.0710336
4096,1,8192,32,4,0.0595648
4096,1,8192,32,8,0.0551104
4096,1,8192,32,16,0.051584
4096,1,8192,32,32,0.0505344
4096,1,8192,32,64,0.0500672
4096,1,8192,32,128,0.0547456
4096,1,8192,32,256,0.0659328
4096,1,8192,32,512,0.0851456
4096,1,8192,32,1024,0.1360384
4096,1,8192,64,1,0.0667328
4096,1,8192,64,2,0.0585792
4096,1,8192,64,4,0.061696
4096,1,8192,64,8,0.0582976
4096,1,8192,64,16,0.052192
4096,1,8192,64,32,0.0477056
4096,1,8192,64,64,0.0524928
4096,1,8192,64,128,0.0673088
4096,1,8192,64,256,0.0825984
4096,1,8192,64,512,0.1307456
4096,1,8192,64,1024,0.2202624
4096,1,8192,128,1,0.0669376
4096,1,8192,128,2,0.0613184
4096,1,8192,128,4,0.0560064
4096,1,8192,128,8,0.05264
4096,1,8192,128,16,0.0493696
4096,1,8192,128,32,0.0543104
4096,1,8192,128,64,0.0650304
4096,1,8192,128,128,0.0837312
4096,1,8192,128,256,0.1346304
4096,1,8192,128,512,0.2092288
4096,1,8192,128,1024,0.3858176
4096,1,8192,256,1,0.0746432
4096,1,8192,256,2,0.057856
4096,1,8192,256,4,0.05664
4096,1,8192,256,8,0.0547008
4096,1,8192,256,16,0.058432
4096,1,8192,256,32,0.0721536
4096,1,8192,256,64,0.086112
4096,1,8192,256,128,0.1271744
4096,1,8192,256,256,0.2102656
4096,1,8192,256,512,0.357888
4096,1,8192,256,1024,0.5957248
4096,1,8192,512,1,0.0669248
4096,1,8192,512,2,0.0609088
4096,1,8192,512,4,0.0585088
4096,1,8192,512,8,0.0634176
4096,1,8192,512,16,0.0752512
4096,1,8192,512,32,0.0916096
4096,1,8192,512,64,0.1277568
4096,1,8192,512,128,0.2017344
4096,1,8192,512,256,0.3655296
4096,1,8192,512,512,0.629376
4096,1,8192,512,1024,1.0133824
4096,1,8192,1024,1,0.0650752
4096,1,8192,1024,2,0.062976
4096,1,8192,1024,4,0.0783872
4096,1,8192,1024,8,0.0796736
4096,1,8192,1024,16,0.0979776
4096,1,8192,1024,32,0.130784
4096,1,8192,1024,64,0.1986432
4096,1,8192,1024,128,0.3429504
4096,1,8192,1024,256,0.5648704
4096,1,8192,1024,512,0.9636928
4096,1,8192,1024,1024,1.847104
4096,1,8192,2048,1,0.085856
4096,1,8192,2048,2,0.0877888
4096,1,8192,2048,4,0.0954688
4096,1,8192,2048,8,0.1197376
4096,1,8192,2048,16,0.1578368
4096,1,8192,2048,32,0.2215872
4096,1,8192,2048,64,0.3668032
4096,1,8192,2048,128,0.6102464
4096,1,8192,2048,256,0.984096
4096,1,8192,2048,512,1.7912768
4096,1,8192,2048,1024,3.4881728
4096,1,8192,4096,1,0.1045632
4096,1,8192,4096,2,0.1252096
4096,1,8192,4096,4,0.1571008
4096,1,8192,4096,8,0.193024
4096,1,8192,4096,16,0.2594816
4096,1,8192,4096,32,0.3623616
4096,1,8192,4096,64,0.5945664
4096,1,8192,4096,128,0.9784448
4096,1,8192,4096,256,1.7047808
4096,1,8192,4096,512,3.1645184
4096,1,8192,4096,1024,6.9518208
4096,1,8192,8192,1,0.1742912
4096,1,8192,8192,2,0.1971264
4096,1,8192,8192,4,0.2514816
4096,1,8192,8192,8,0.3301376
4096,1,8192,8192,16,0.4681856
4096,1,8192,8192,32,0.6748672
4096,1,8192,8192,64,0.9847168
4096,1,8192,8192,128,1.705152
4096,1,8192,8192,256,3.1735488
4096,1,8192,8192,512,6.2878912
4096,1,8192,8192,1024,12.8222784
4096,1,8192,16384,1,0.2587648
4096,1,8192,16384,2,0.3102848
4096,1,8192,16384,4,0.402688
4096,1,8192,16384,8,0.5635456
4096,1,8192,16384,16,0.791712
4096,1,8192,16384,32,1.0928512
4096,1,8192,16384,64,1.6923392
4096,1,8192,16384,128,3.1259072
4096,1,8192,16384,256,6.0696
4096,1,8192,16384,512,12.162976
4096,1,8192,16384,1024,24.533248
4096,1,8192,32768,1,0.445056
4096,1,8192,32768,2,0.5620416
4096,1,8192,32768,4,0.7367808
4096,1,8192,32768,8,1.0667008
4096,1,8192,32768,16,1.3815104
4096,1,8192,32768,32,1.9039232
4096,1,8192,32768,64,3.3927424
4096,1,8192,32768,128,5.918208
4096,1,8192,32768,256,11.1370048
4096,1,8192,32768,512,23.6462914
4096,1,8192,32768,1024,48.4532296
4096,1,10000,1,1,0.7963328
4096,1,10000,1,2,0.515616
4096,1,10000,1,4,0.3364288
4096,1,10000,1,8,0.2242304
4096,1,10000,1,16,0.1477248
4096,1,10000,1,32,0.1066368
4096,1,10000,1,64,0.0821888
4096,1,10000,1,128,0.0654272
4096,1,10000,1,256,0.0601472
4096,1,10000,1,512,0.0555328
4096,1,10000,1,1024,0.0555072
4096,1,10000,2,1,0.4297984
4096,1,10000,2,2,0.286496
4096,1,10000,2,4,0.1966464
4096,1,10000,2,8,0.132096
4096,1,10000,2,16,0.096352
4096,1,10000,2,32,0.0760896
4096,1,10000,2,64,0.0644928
4096,1,10000,2,128,0.0586496
4096,1,10000,2,256,0.05552
4096,1,10000,2,512,0.0514816
4096,1,10000,2,1024,0.0534528
4096,1,10000,4,1,0.2387712
4096,1,10000,4,2,0.164224
4096,1,10000,4,4,0.1250304
4096,1,10000,4,8,0.0940672
4096,1,10000,4,16,0.0741568
4096,1,10000,4,32,0.0640256
4096,1,10000,4,64,0.0606848
4096,1,10000,4,128,0.0604672
4096,1,10000,4,256,0.0553344
4096,1,10000,4,512,0.0514304
4096,1,10000,4,1024,0.0577536
4096,1,10000,8,1,0.1466368
4096,1,10000,8,2,0.1108416
4096,1,10000,8,4,0.088704
4096,1,10000,8,8,0.0708288
4096,1,10000,8,16,0.0581824
4096,1,10000,8,32,0.0567552
4096,1,10000,8,64,0.052736
4096,1,10000,8,128,0.0522432
4096,1,10000,8,256,0.0498688
4096,1,10000,8,512,0.0555264
4096,1,10000,8,1024,0.0702912
4096,1,10000,16,1,0.1033856
4096,1,10000,16,2,0.084992
4096,1,10000,16,4,0.0663936
4096,1,10000,16,8,0.0611392
4096,1,10000,16,16,0.0526784
4096,1,10000,16,32,0.052512
4096,1,10000,16,64,0.0489728
4096,1,10000,16,128,0.0499584
4096,1,10000,16,256,0.057632
4096,1,10000,16,512,0.0684224
4096,1,10000,16,1024,0.0904256
4096,1,10000,32,1,0.0830848
4096,1,10000,32,2,0.0678592
4096,1,10000,32,4,0.061568
4096,1,10000,32,8,0.0572416
4096,1,10000,32,16,0.0485248
4096,1,10000,32,32,0.0506176
4096,1,10000,32,64,0.048096
4096,1,10000,32,128,0.05392
4096,1,10000,32,256,0.0672384
4096,1,10000,32,512,0.0867456
4096,1,10000,32,1024,0.1258304
4096,1,10000,64,1,0.0644672
4096,1,10000,64,2,0.0627008
4096,1,10000,64,4,0.0548864
4096,1,10000,64,8,0.0526976
4096,1,10000,64,16,0.0512064
4096,1,10000,64,32,0.0483008
4096,1,10000,64,64,0.0528832
4096,1,10000,64,128,0.06752
4096,1,10000,64,256,0.087328
4096,1,10000,64,512,0.1289792
4096,1,10000,64,1024,0.2172864
4096,1,10000,128,1,0.0695936
4096,1,10000,128,2,0.0635392
4096,1,10000,128,4,0.0527808
4096,1,10000,128,8,0.0521024
4096,1,10000,128,16,0.0495616
4096,1,10000,128,32,0.053664
4096,1,10000,128,64,0.0749632
4096,1,10000,128,128,0.0844032
4096,1,10000,128,256,0.1297856
4096,1,10000,128,512,0.2138176
4096,1,10000,128,1024,0.3828736
4096,1,10000,256,1,0.0690752
4096,1,10000,256,2,0.0639168
4096,1,10000,256,4,0.0592192
4096,1,10000,256,8,0.0537856
4096,1,10000,256,16,0.0616512
4096,1,10000,256,32,0.0702528
4096,1,10000,256,64,0.0846784
4096,1,10000,256,128,0.125984
4096,1,10000,256,256,0.2089024
4096,1,10000,256,512,0.37312
4096,1,10000,256,1024,0.64176
4096,1,10000,512,1,0.0695232
4096,1,10000,512,2,0.0587136
4096,1,10000,512,4,0.0563648
4096,1,10000,512,8,0.0639168
4096,1,10000,512,16,0.0717312
4096,1,10000,512,32,0.0855168
4096,1,10000,512,64,0.1228032
4096,1,10000,512,128,0.2076224
4096,1,10000,512,256,0.36848
4096,1,10000,512,512,0.6268032
4096,1,10000,512,1024,1.0400448
4096,1,10000,1024,1,0.0689088
4096,1,10000,1024,2,0.0777984
4096,1,10000,1024,4,0.0688064
4096,1,10000,1024,8,0.0836608
4096,1,10000,1024,16,0.1018496
4096,1,10000,1024,32,0.1343616
4096,1,10000,1024,64,0.2065536
4096,1,10000,1024,128,0.4027328
4096,1,10000,1024,256,0.6284352
4096,1,10000,1024,512,1.0081792
4096,1,10000,1024,1024,1.8650944
4096,1,10000,2048,1,0.0735296
4096,1,10000,2048,2,0.0841024
4096,1,10000,2048,4,0.0993344
4096,1,10000,2048,8,0.119168
4096,1,10000,2048,16,0.1529216
4096,1,10000,2048,32,0.2238016
4096,1,10000,2048,64,0.3665216
4096,1,10000,2048,128,0.6147328
4096,1,10000,2048,256,0.9937152
4096,1,10000,2048,512,1.7734144
4096,1,10000,2048,1024,3.4778496
4096,1,10000,4096,1,0.1102848
4096,1,10000,4096,2,0.1248064
4096,1,10000,4096,4,0.1421568
4096,1,10000,4096,8,0.177536
4096,1,10000,4096,16,0.2634368
4096,1,10000,4096,32,0.3990784
4096,1,10000,4096,64,0.6077632
4096,1,10000,4096,128,0.9518528
4096,1,10000,4096,256,1.7069312
4096,1,10000,4096,512,3.1318912
4096,1,10000,4096,1024,6.1988736
4096,1,10000,8192,1,0.181184
4096,1,10000,8192,2,0.2079936
4096,1,10000,8192,4,0.255584
4096,1,10000,8192,8,0.3342976
4096,1,10000,8192,16,0.4721024
4096,1,10000,8192,32,0.6730688
4096,1,10000,8192,64,1.316384
4096,1,10000,8192,128,1.706944
4096,1,10000,8192,256,3.086304
4096,1,10000,8192,512,6.2082624
4096,1,10000,8192,1024,12.5373184
4096,1,10000,16384,1,0.2602624
4096,1,10000,16384,2,0.3094336
4096,1,10000,16384,4,0.4045184
4096,1,10000,16384,8,0.5647616
4096,1,10000,16384,16,0.7980096
4096,1,10000,16384,32,1.0952832
4096,1,10000,16384,64,1.6964864
4096,1,10000,16384,128,3.1294784
4096,1,10000,16384,256,5.9427328
4096,1,10000,16384,512,11.6354944
4096,1,10000,16384,1024,24.902816
4096,1,10000,32768,1,0.4600576
4096,1,10000,32768,2,0.5592896
4096,1,10000,32768,4,0.7471872
4096,1,10000,32768,8,1.067072
4096,1,10000,32768,16,1.3572224
4096,1,10000,32768,32,1.843072
4096,1,10000,32768,64,3.0303744
4096,1,10000,32768,128,5.6249664
4096,1,10000,32768,256,11.9185344
4096,1,10000,32768,512,23.4714818
4096,1,10000,32768,1024,49.0342332
4096,2,1,1,1,0.8320512
4096,2,1,1,2,0.5339968
4096,2,1,1,4,0.3442624
4096,2,1,1,8,0.2276672
4096,2,1,1,16,0.1593984
4096,2,1,1,32,0.1104704
4096,2,1,1,64,0.08496
4096,2,1,1,128,0.0740288
4096,2,1,1,256,0.0623168
4096,2,1,1,512,0.0585216
4096,2,1,1,1024,0.0561984
4096,2,1,2,1,9.8870464
4096,2,1,2,2,4.9662976
4096,2,1,2,4,2.5691968
4096,2,1,2,8,1.3343936
4096,2,1,2,16,0.7125376
4096,2,1,2,32,0.4011904
4096,2,1,2,64,0.2456704
4096,2,1,2,128,0.1631936
4096,2,1,2,256,0.1205056
4096,2,1,2,512,0.099168
4096,2,1,2,1024,0.0886976
4096,2,1,4,1,4.9504704
4096,2,1,4,2,2.561184
4096,2,1,4,4,1.3134464
4096,2,1,4,8,0.715456
4096,2,1,4,16,0.4019136
4096,2,1,4,32,0.238848
4096,2,1,4,64,0.158944
4096,2,1,4,128,0.1220224
4096,2,1,4,256,0.1009152
4096,2,1,4,512,0.0948032
4096,2,1,4,1024,0.0959552
4096,2,1,8,1,2.5108224
4096,2,1,8,2,1.3016192
4096,2,1,8,4,0.7083392
4096,2,1,8,8,0.3948864
4096,2,1,8,16,0.233408
4096,2,1,8,32,0.1612352
4096,2,1,8,64,0.119744
4096,2,1,8,128,0.1000192
4096,2,1,8,256,0.085952
4096,2,1,8,512,0.0908928
4096,2,1,8,1024,0.1028096
4096,2,1,16,1,1.3129088
4096,2,1,16,2,0.6921408
4096,2,1,16,4,0.3884608
4096,2,1,16,8,0.2363392
4096,2,1,16,16,0.156672
4096,2,1,16,32,0.1185984
4096,2,1,16,64,0.1025088
4096,2,1,16,128,0.088
4096,2,1,16,256,0.0925056
4096,2,1,16,512,0.110048
4096,2,1,16,1024,0.1177856
4096,2,1,32,1,0.6940864
4096,2,1,32,2,0.3839168
4096,2,1,32,4,0.232704
4096,2,1,32,8,0.1563648
4096,2,1,32,16,0.119488
4096,2,1,32,32,0.1008
4096,2,1,32,64,0.090656
4096,2,1,32,128,0.0938752
4096,2,1,32,256,0.1055808
4096,2,1,32,512,0.1224448
4096,2,1,32,1024,0.1578816
4096,2,1,64,1,0.3868096
4096,2,1,64,2,0.2321664
4096,2,1,64,4,0.1547328
4096,2,1,64,8,0.1157824
4096,2,1,64,16,0.0966336
4096,2,1,64,32,0.0874432
4096,2,1,64,64,0.0958464
4096,2,1,64,128,0.1057664
4096,2,1,64,256,0.1244288
4096,2,1,64,512,0.1591808
4096,2,1,64,1024,0.252672
4096,2,1,128,1,0.2337664
4096,2,1,128,2,0.1580992
4096,2,1,128,4,0.119456
4096,2,1,128,8,0.0996352
4096,2,1,128,16,0.0875072
4096,2,1,128,32,0.096832
4096,2,1,128,64,0.1077504
4096,2,1,128,128,0.1253632
4096,2,1,128,256,0.1585088
4096,2,1,128,512,0.2528704
4096,2,1,128,1024,0.4564736
4096,2,1,256,1,0.1626112
4096,2,1,256,2,0.1160512
4096,2,1,256,4,0.1009792
4096,2,1,256,8,0.088928
4096,2,1,256,16,0.0946304
4096,2,1,256,32,0.1048512
4096,2,1,256,64,0.115456
4096,2,1,256,128,0.1571264
4096,2,1,256,256,0.2319616
4096,2,1,256,512,0.41552
4096,2,1,256,1024,0.764832
4096,2,1,512,1,0.1181312
4096,2,1,512,2,0.1011456
4096,2,1,512,4,0.0898112
4096,2,1,512,8,0.0973504
4096,2,1,512,16,0.1097664
4096,2,1,512,32,0.1194368
4096,2,1,512,64,0.160032
4096,2,1,512,128,0.2333632
4096,2,1,512,256,0.406784
4096,2,1,512,512,0.6893376
4096,2,1,512,1024,1.3195584
4096,2,1,1024,1,0.1046336
4096,2,1,1024,2,0.099936
4096,2,1,1024,4,0.0968768
4096,2,1,1024,8,0.1114496
4096,2,1,1024,16,0.1222208
4096,2,1,1024,32,0.150208
4096,2,1,1024,64,0.2190144
4096,2,1,1024,128,0.3781504
4096,2,1,1024,256,0.6448704
4096,2,1,1024,512,1.1315392
4096,2,1,1024,1024,2.419584
4096,2,1,2048,1,0.09568
4096,2,1,2048,2,0.1063296
4096,2,1,2048,4,0.1228032
4096,2,1,2048,8,0.1387072
4096,2,1,2048,16,0.1774848
4096,2,1,2048,32,0.252
4096,2,1,2048,64,0.4045376
4096,2,1,2048,128,0.6688576
4096,2,1,2048,256,1.1185024
4096,2,1,2048,512,2.0917568
4096,2,1,2048,1024,4.5678976
4096,2,1,4096,1,0.1482496
4096,2,1,4096,2,0.1691328
4096,2,1,4096,4,0.190944
4096,2,1,4096,8,0.246016
4096,2,1,4096,16,0.30416
4096,2,1,4096,32,0.448416
4096,2,1,4096,64,0.6814336
4096,2,1,4096,128,1.0571392
4096,2,1,4096,256,1.986848
4096,2,1,4096,512,3.9355264
4096,2,1,4096,1024,8.8007424
4096,2,1,8192,1,0.2484032
4096,2,1,8192,2,0.28144
4096,2,1,8192,4,0.3220288
4096,2,1,8192,8,0.4126976
4096,2,1,8192,16,0.5558848
4096,2,1,8192,32,0.7755904
4096,2,1,8192,64,1.1152896
4096,2,1,8192,128,1.9532096
4096,2,1,8192,256,3.7762304
4096,2,1,8192,512,7.5125248
4096,2,1,8192,1024,17.0389704
4096,2,1,16384,1,0.44
4096,2,1,16384,2,0.5042624
4096,2,1,16384,4,0.6008768
4096,2,1,16384,8,0.7718976
4096,2,1,16384,16,1.0141184
4096,2,1,16384,32,1.2305024
4096,2,1,16384,64,1.88928
4096,2,1,16384,128,3.6595904
4096,2,1,16384,256,7.1988672
4096,2,1,16384,512,14.067904
4096,2,1,16384,1024,32.90055
4096,2,1,32768,1,0.8304576
4096,2,1,32768,2,0.9614144
4096,2,1,32768,4,1.1497344
4096,2,1,32768,8,1.4742784
4096,2,1,32768,16,1.769568
4096,2,1,32768,32,2.2739008
4096,2,1,32768,64,3.5240256
4096,2,1,32768,128,6.6253504
4096,2,1,32768,256,13.6197056
4096,2,1,32768,512,29.0833988
4096,2,1,32768,1024,67.386168
4096,2,4,1,1,0.8330304
4096,2,4,1,2,0.534464
4096,2,4,1,4,0.346624
4096,2,4,1,8,0.2284288
4096,2,4,1,16,0.154848
4096,2,4,1,32,0.1110656
4096,2,4,1,64,0.0832128
4096,2,4,1,128,0.0716992
4096,2,4,1,256,0.0631616
4096,2,4,1,512,0.0591488
4096,2,4,1,1024,0.0485696
4096,2,4,2,1,0.4385344
4096,2,4,2,2,0.2923968
4096,2,4,2,4,0.2053248
4096,2,4,2,8,0.1409088
4096,2,4,2,16,0.1054656
4096,2,4,2,32,0.0865664
4096,2,4,2,64,0.07344
4096,2,4,2,128,0.0611712
4096,2,4,2,256,0.0544512
4096,2,4,2,512,0.0560768
4096,2,4,2,1024,0.0451776
4096,2,4,4,1,0.2456704
4096,2,4,4,2,0.1769856
4096,2,4,4,4,0.1265088
4096,2,4,4,8,0.0947072
4096,2,4,4,16,0.0743936
4096,2,4,4,32,0.0630592
4096,2,4,4,64,0.0594752
4096,2,4,4,128,0.0571648
4096,2,4,4,256,0.0552
4096,2,4,4,512,0.0529664
4096,2,4,4,1024,0.0590656
4096,2,4,8,1,2.5572416
4096,2,4,8,2,1.3109696
4096,2,4,8,4,0.6984
4096,2,4,8,8,0.3935424
4096,2,4,8,16,0.2397888
4096,2,4,8,32,0.1669056
4096,2,4,8,64,0.1264128
4096,2,4,8,128,0.0990464
4096,2,4,8,256,0.0891904
4096,2,4,8,512,0.0965504
4096,2,4,8,1024,0.105856
4096,2,4,16,1,1.2979712
4096,2,4,16,2,0.6901056
4096,2,4,16,4,0.3914176
4096,2,4,16,8,0.234496
4096,2,4,16,16,0.1580864
4096,2,4,16,32,0.1241984
4096,2,4,16,64,0.0998464
4096,2,4,16,128,0.0908736
4096,2,4,16,256,0.0943168
4096,2,4,16,512,0.1166528
4096,2,4,16,1024,0.1155712
4096,2,4,32,1,0.684128
4096,2,4,32,2,0.3835584
4096,2,4,32,4,0.230976
4096,2,4,32,8,0.1607104
4096,2,4,32,16,0.1169408
4096,2,4,32,32,0.0987712
4096,2,4,32,64,0.0870528
4096,2,4,32,128,0.0963648
4096,2,4,32,256,0.1041408
4096,2,4,32,512,0.1370688
4096,2,4,32,1024,0.1592448
4096,2,4,64,1,0.3866432
4096,2,4,64,2,0.2332224
4096,2,4,64,4,0.1611776
4096,2,4,64,8,0.1192064
4096,2,4,64,16,0.1010368
4096,2,4,64,32,0.0872576
4096,2,4,64,64,0.093312
4096,2,4,64,128,0.107616
4096,2,4,64,256,0.1237824
4096,2,4,64,512,0.1550208
4096,2,4,64,1024,0.2413888
4096,2,4,128,1,0.2331136
4096,2,4,128,2,0.1557888
4096,2,4,128,4,0.1193088
4096,2,4,128,8,0.10048
4096,2,4,128,16,0.0905152
4096,2,4,128,32,0.0963136
4096,2,4,128,64,0.1015872
4096,2,4,128,128,0.1226176
4096,2,4,128,256,0.1585984
4096,2,4,128,512,0.228064
4096,2,4,128,1024,0.4591936
4096,2,4,256,1,0.1580928
4096,2,4,256,2,0.1185984
4096,2,4,256,4,0.1002816
4096,2,4,256,8,0.0865088
4096,2,4,256,16,0.0936512
4096,2,4,256,32,0.1063488
4096,2,4,256,64,0.122336
4096,2,4,256,128,0.1591488
4096,2,4,256,256,0.2262016
4096,2,4,256,512,0.418688
4096,2,4,256,1024,0.7858304
4096,2,4,512,1,0.1295296
4096,2,4,512,2,0.0994112
4096,2,4,512,4,0.0873536
4096,2,4,512,8,0.0956096
4096,2,4,512,16,0.1048256
4096,2,4,512,32,0.120192
4096,2,4,512,64,0.1627392
4096,2,4,512,128,0.2277952
4096,2,4,512,256,0.4063424
4096,2,4,512,512,0.7024896
4096,2,4,512,1024,1.3413376
4096,2,4,1024,1,0.1028288
4096,2,4,1024,2,0.087488
4096,2,4,1024,4,0.091872
4096,2,4,1024,8,0.1081792
4096,2,4,1024,16,0.1227392
4096,2,4,1024,32,0.1567104
4096,2,4,1024,64,0.228224
4096,2,4,1024,128,0.400992
4096,2,4,1024,256,0.6440128
4096,2,4,1024,512,1.1091584
4096,2,4,1024,1024,2.3540416
4096,2,4,2048,1,0.1014144
4096,2,4,2048,2,0.107072
4096,2,4,2048,4,0.1217856
4096,2,4,2048,8,0.139936
4096,2,4,2048,16,0.1780096
4096,2,4,2048,32,0.2390464
4096,2,4,2048,64,0.4006592
4096,2,4,2048,128,0.6601728
4096,2,4,2048,256,1.0692736
4096,2,4,2048,512,1.9941248
4096,2,4,2048,1024,4.555264
4096,2,4,4096,1,0.150016
4096,2,4,4096,2,0.1722816
4096,2,4,4096,4,0.1888128
4096,2,4,4096,8,0.2327616
4096,2,4,4096,16,0.2934272
4096,2,4,4096,32,0.4377216
4096,2,4,4096,64,0.6736832
4096,2,4,4096,128,1.0734976
4096,2,4,4096,256,1.971008
4096,2,4,4096,512,3.9494848
4096,2,4,4096,1024,8.7958464
4096,2,4,8192,1,0.2494336
4096,2,4,8192,2,0.2845952
4096,2,4,8192,4,0.3300352
4096,2,4,8192,8,0.4079808
4096,2,4,8192,16,0.55952
4096,2,4,8192,32,0.7630464
4096,2,4,8192,64,1.1268544
4096,2,4,8192,128,1.9472832
4096,2,4,8192,256,3.7581376
4096,2,4,8192,512,7.5973248
4096,2,4,8192,1024,17.515507
4096,2,4,16384,1,0.4519104
4096,2,4,16384,2,0.5136192
4096,2,4,16384,4,0.5972736
4096,2,4,16384,8,0.7432128
4096,2,4,16384,16,0.9927488
4096,2,4,16384,32,1.306432
4096,2,4,16384,64,2.018816
4096,2,4,16384,128,3.6836736
4096,2,4,16384,256,7.2046336
4096,2,4,16384,512,14.4613376
4096,2,4,16384,1024,33.5409986
4096,2,4,32768,1,0.8336832
4096,2,4,32768,2,0.9602176
4096,2,4,32768,4,1.1466304
4096,2,4,32768,8,1.4599936
4096,2,4,32768,16,1.7119936
4096,2,4,32768,32,2.2971648
4096,2,4,32768,64,3.5837248
4096,2,4,32768,128,6.9772736
4096,2,4,32768,256,13.4423872
4096,2,4,32768,512,27.564115
4096,2,4,32768,1024,66.2893708
4096,2,32,1,1,0.8309696
4096,2,32,1,2,0.5337792
4096,2,32,1,4,0.3489856
4096,2,32,1,8,0.2275712
4096,2,32,1,16,0.1543168
4096,2,32,1,32,0.1088128
4096,2,32,1,64,0.08464
4096,2,32,1,128,0
4096,2,32,1,256,0
4096,2,32,1,512,0
4096,2,32,1,1024,0
4096,2,32,2,1,0.4439936
4096,2,32,2,2,0.2900544
4096,2,32,2,4,0.20064
4096,2,32,2,8,0.1388992
4096,2,32,2,16,0.103776
4096,2,32,2,32,0.0817344
4096,2,32,2,64,0.067456
4096,2,32,2,128,0
4096,2,32,2,256,0
4096,2,32,2,512,0
4096,2,32,2,1024,0
4096,2,32,4,1,0.2480384
4096,2,32,4,2,0.1728448
4096,2,32,4,4,0.123808
4096,2,32,4,8,0.0960384
4096,2,32,4,16,0.0769088
4096,2,32,4,32,0.0663232
4096,2,32,4,64,0.0585664
4096,2,32,4,128,0
4096,2,32,4,256,0
4096,2,32,4,512,0
4096,2,32,4,1024,0
4096,2,32,8,1,0.1503872
4096,2,32,8,2,0.1134592
4096,2,32,8,4,0.0900672
4096,2,32,8,8,0.0698432
4096,2,32,8,16,0.0617152
4096,2,32,8,32,0.0573248
4096,2,32,8,64,0.0561536
4096,2,32,8,128,0
4096,2,32,8,256,0
4096,2,32,8,512,0
