100,100,
100,200,
100,300,
100,100,1.263616,2.424544,2.442912,2.430976,2.540704
100,200,2.401152,2.403136,2.544160,2.404544,2.425376
100,300,2.520064,2.463616,2.439424,2.406944,2.467040
100,400,2.417536,2.493472,2.434688,2.425888,2.406432
100,500,2.479104,2.407552,2.407840,2.411968,2.442432
100,600,2.497920,2.493664,2.838912,2.739360,2.647424
100,700,2.562976,2.571520,2.419904,2.513536,2.621568
100,800,2.711168,3.099328,2.743872,2.766560,2.746368
100,900,2.774336,2.792448,2.759168,2.422304,2.493856
100,1000,2.969120,1.252320,2.615296,1.237664,2.524160
200,100,2.608320,3.174368,2.435776,2.470880,2.473504
200,200,2.508096,2.465792,2.842720,1.187840,2.824032
200,300,2.471616,1.178624,2.386016,2.465344,1.264288
200,400,2.422944,2.443616,2.416416,2.496928,2.675648
200,500,2.479104,2.500416,1.214464,2.447456,2.495456
200,600,1.264256,2.691456,2.826080,2.777088,1.309632
200,700,1.323008,1.319936,1.252352,3.847840,2.483488
200,800,2.501632,2.600896,2.422592,2.400256,1.230848
200,900,2.575872,2.650752,2.710016,1.310720,1.273856
200,1000,2.699872,2.661248,2.477024,2.482080,1.229408
300,100,2.513152,2.636512,2.663904,2.636800,2.529280
300,200,2.401312,2.446432,2.547744,1.193536,2.399648
300,300,2.437984,2.099808,2.524192,2.447904,1.216512
300,400,1.200128,2.417216,1.201696,2.436096,2.492384
300,500,2.435680,2.558240,2.403456,2.396096,2.456160
300,600,2.544992,2.576864,2.634080,2.605856,2.639008
300,700,2.643360,2.679328,2.727936,2.510848,1.223680
300,800,2.511232,2.228352,2.459776,2.464256,2.418080
300,900,2.484224,2.482816,1.192960,2.505536,2.664608
300,1000,1.222656,1.211392,2.568192,2.463840,1.267712
400,100,3.038912,3.131264,2.743168,3.012704,2.406720
400,200,2.472096,2.523136,2.745952,2.453856,2.488800
400,300,1.208320,2.593856,2.413728,2.509440,1.303552
400,400,2.891360,2.852512,2.447712,2.772000,1.324928
400,500,1.315840,2.761472,2.745792,2.979840,2.395136
400,600,2.211584,2.792256,2.762752,2.764384,2.407680
400,700,1.353600,2.758176,2.777344,1.334880,2.511840
400,800,2.385504,2.529952,2.502464,2.573152,2.330944
400,900,2.118432,2.475136,2.504096,2.517120,2.498272
400,1000,2.579008,2.618496,2.751968,2.539808,2.429632
500,100,1.315840,2.716832,2.606944,3.063072,2.739232
500,200,2.756608,2.753120,2.739936,3.142656,2.803712
500,300,1.314816,1.326624,3.083360,1.332224,2.567360
500,400,2.513088,2.479232,2.525312,2.618592,2.675712
500,500,2.718784,2.726912,2.754144,3.173824,2.719840
500,600,1.362944,2.744320,1.309696,2.714528,1.223680
500,700,2.383520,2.424832,2.421056,2.430656,2.403488
500,800,2.497536,2.190912,2.530624,2.604032,2.705056
500,900,2.777088,2.752512,2.508000,2.758656,2.802336
500,1000,2.722752,2.461024,2.387488,2.492416,1.171456
600,100,2.666880,2.414880,2.484608,1.182560,2.411392
600,200,2.106880,2.479104,2.428928,2.454272,2.461824
600,300,2.428640,2.426880,2.414368,2.388672,2.493600
600,400,2.419776,2.440288,2.482176,1.270752,2.679008
600,500,1.420128,2.798432,2.791840,2.755584,2.554880
600,600,2.576384,2.664448,2.619680,1.218304,1.215488
600,700,2.528288,2.458720,2.426880,1.263616,1.275520
600,800,2.193056,1.280000,2.560800,1.284096,2.661600
600,900,2.418656,1.240064,2.764800,2.747040,1.344256
600,1000,1.401856,1.345248,2.397568,2.768480,2.525728
700,100,2.759808,2.764032,2.690624,2.701408,2.420000
700,200,2.546848,1.211392,2.559168,2.404320,2.090592
700,300,2.496032,2.440192,2.472960,2.492256,2.498560
