100,100,166.351074,167.119522,189.697021,182.809052,164.170425
100,200,182.194748,163.829926,163.801315,171.137924,193.682297
100,300,162.884125,165.792770,180.719620,188.022400,163.650558
100,400,189.480057,165.511612,165.707779,163.773087,164.920578
100,500,163.362656,166.445023,162.141403,162.337799,166.340607
100,600,164.915558,187.764801,183.061279,176.195740,163.371201
100,700,163.005478,162.593124,164.395294,165.435944,176.475357
100,800,176.591873,163.652191,184.746460,164.209885,164.047684
100,900,164.188385,187.579132,163.359390,178.669434,164.918625
100,1000,162.531708,162.404709,189.637253,168.089447,162.457855
200,100,166.578430,183.445374,167.428162,169.038010,188.816422
200,200,178.486267,164.276550,163.964386,165.922531,162.491074
200,300,164.507935,163.539139,164.563965,162.716385,164.653671
200,400,176.142502,165.750885,163.361816,176.849243,187.054245
200,500,161.979004,165.110779,164.510788,175.518723,164.281281
200,600,166.250854,170.043427,170.451523,168.378204,163.686981
200,700,167.134109,163.244736,162.205383,163.429764,165.183395
200,800,163.673447,175.605850,164.180984,164.669434,162.220871
200,900,165.709412,167.755295,162.444733,172.803802,164.423813
200,1000,163.574631,161.941147,189.436935,163.072510,163.983353
300,100,168.645340,177.871170,166.620377,95.551201,190.445572
300,200,162.902023,166.800385,165.451782,164.762207,164.834305
300,300,163.821915,163.859100,163.589828,164.995300,190.465729
300,400,164.741058,179.810623,164.024384,181.133286,176.440186
300,500,162.186752,162.585693,188.970276,188.132706,164.518021
300,600,163.531647,163.430939,165.546844,164.112473,163.267014
300,700,162.486267,177.452423,191.679581,166.275070,171.488388
300,800,162.677765,186.578201,162.551422,163.837219,163.334976
300,900,162.253220,189.182983,168.067490,163.777542,183.873337
300,1000,164.796417,174.535172,169.770874,184.422531,180.580292
400,100,168.161957,190.764359,178.932388,190.419968,191.091965
400,200,166.735458,177.473953,163.995712,167.187515,177.796097
400,300,163.231140,190.331039,163.845123,164.127426,195.040253
400,400,165.071899,164.489212,166.051834,177.452484,188.997147
400,500,164.576263,190.523239,162.511871,164.520996,162.937927
400,600,166.428574,176.456223,164.773178,163.905533,165.727234
400,700,162.839645,186.384033,172.235001,187.023422,162.997314
400,800,163.469406,167.147522,163.626495,177.289215,167.585190
400,900,165.467422,173.318619,165.507385,192.167801,171.446625
400,1000,180.520187,162.708359,179.902405,162.267227,162.703995
500,100,165.463898,166.170242,184.488953,175.597565,189.694427
500,200,177.535522,164.919205,162.719162,181.667358,164.159485
500,300,187.227737,164.185913,163.643524,166.065979,165.559647
500,400,165.342361,180.128418,164.261887,164.289703,163.557404
500,500,187.569153,169.068771,163.446182,163.070694,165.632996
500,600,162.645721,163.397629,164.231964,164.295135,167.772476
500,700,164.543488,166.015900,167.726562,189.050873,177.076416
500,800,173.629852,175.762848,163.042496,162.467270,165.629791
500,900,163.586304,175.632935,165.432159,169.003143,187.497498
500,1000,163.479233,165.402908,177.560287,163.522552,162.507996
600,100,184.336838,164.725433,166.201218,164.579590,175.952927
600,200,169.634598,165.570236,163.060410,184.675323,183.136261
600,300,177.380356,168.803940,163.003586,163.337372,173.683716
600,400,187.065765,188.263428,168.017563,186.355484,165.223175
600,500,176.154877,162.422714,164.171036,165.344711,163.602814
600,600,183.293671,162.648285,180.707321,189.152954,161.961884
600,700,165.178726,162.643295,186.255585,162.187103,162.770905
600,800,190.620667,162.444260,163.447708,184.900604,163.035934
600,900,162.393219,161.163010,164.252121,168.372482,166.774429
600,1000,162.687943,179.231461,164.157028,162.102051,162.017059
700,100,163.808258,163.651138,163.604797,178.685501,180.481659
700,200,163.816025,182.747833,187.827972,189.527039,168.378723
700,300,163.565506,166.451004,180.520096,190.258011,163.422821
700,400,187.544479,164.365189,166.678726,164.238724,186.383362
700,500,181.744583,162.895935,164.516861,167.840698,163.065277
700,600,164.225250,165.435303,192.612091,163.124451,163.955322
700,700,166.270370,162.759033,162.583298,166.032135,162.140060
700,800,187.909119,179.896637,162.860260,164.307556,175.793304
700,900,188.464935,164.002274,163.275772,161.600540,164.996094
700,1000,161.901382,162.353531,163.318329,163.994202,162.020676
800,100,165.860260,190.864029,96.927330,167.470078,166.317535
800,200,165.977081,188.351868,170.070023,163.922531,163.428894
800,300,165.483139,161.995041,162.436508,163.467422,162.422791
800,400,162.657639,167.343933,163.464890,164.294403,164.933640
800,500,165.827362,180.616196,162.650116,162.665054,191.490051
800,600,163.391556,163.325958,187.693375,162.473404,164.614151
800,700,164.677063,167.865433,163.393982,176.361343,183.764160
800,800,163.509918,161.880646,174.537735,163.755905,165.009415
800,900,163.257507,162.436890,181.018143,161.936676,175.242844
800,1000,162.104996,162.207138,107.144157,162.247681,191.125977
900,100,169.278107,164.284409,188.606018,166.968475,163.889221
900,200,179.977753,162.969849,163.881470,193.853439,163.102631
900,300,162.845795,162.729721,164.885468,181.415939,163.758087
900,400,164.618500,167.201447,163.180313,162.925217,163.483643
900,500,188.276443,169.450943,191.747711,164.280380,168.282684
900,600,163.489319,189.446136,163.117950,187.531845,166.016510
900,700,167.155136,162.253220,179.415359,178.486618,162.805923
900,800,169.403519,186.195618,174.673340,179.652893,164.014114
900,900,166.112793,162.267197,162.259460,164.333572,163.371674
900,1000,179.615738,164.121597,162.277374,163.324677,164.128769
1000,100,163.899109,164.854279,164.094650,178.836166,163.919525
1000,200,167.762146,181.156540,163.592194,175.818756,165.040390
1000,300,161.980347,180.931580,165.994492,165.521149,162.034500
1000,400,185.864197,193.013306,187.176956,188.591141,162.921921
1000,500,163.204102,188.168198,162.270874,191.300644,163.865051
1000,600,162.945023,164.609467,165.081085,163.956390,162.919418
1000,700,163.773438,164.030151,161.941666,163.578140,190.688217
1000,800,179.765564,163.432449,162.434143,162.625153,162.950241
1000,900,165.589249,163.223801,163.221146,179.568634,163.964218
1000,1000,161.943558,164.054428,182.785690,161.799515,165.229568
