100,100,25.423872,32.588448,25.332384,33.823746,35.155487
100,200,38.352448,36.274849,38.950912,37.403648,39.374336
100,300,39.535103,31.495935,41.826305,39.584385,39.250912
100,400,35.331009,36.545822,38.728577,38.233250,28.157951
100,500,40.373249,41.147999,38.344353,38.427681,38.643711
100,600,35.198624,36.975552,37.819263,35.042465,36.111008
100,700,29.695776,30.834656,32.700928,31.188320,32.656895
100,800,32.688480,33.502785,31.282751,29.619743,30.918304
100,900,32.772610,33.444767,33.050591,33.942913,38.299839
100,1000,37.527775,37.346016,28.812000,34.871040,37.665600
200,100,37.786816,38.595840,39.097473,36.790112,28.962721
200,200,29.457409,36.427967,36.829185,29.026016,38.301502
200,300,35.412830,36.815582,36.079967,36.071423,36.292896
200,400,22.856577,33.134590,23.983007,30.411968,30.871168
200,500,37.312256,36.017281,35.296928,37.663967,26.960896
200,600,22.857664,33.713856,32.269890,24.039392,34.236862
200,700,29.835264,29.886112,26.434879,28.954912,27.152544
200,800,27.195200,27.552769,27.347616,28.425024,19.700735
200,900,28.331585,32.328705,31.625759,28.344513,29.890720
200,1000,29.642336,31.029247,28.765633,29.766657,30.097696
300,100,39.302113,37.457985,37.476353,27.861631,37.485409
300,200,28.216320,37.789726,39.991135,34.944096,37.406719
300,300,35.916702,33.154270,25.749216,36.787201,27.299841
300,400,32.318401,29.806593,32.661407,29.677952,28.977119
300,500,23.605087,33.880798,34.934208,34.655903,34.749023
300,600,29.749439,28.261375,27.847296,27.575745,31.177729
300,700,27.319103,27.326496,27.301023,27.309696,27.259552
300,800,25.292864,24.481377,17.619968,25.063423,25.047169
300,900,25.811968,25.604256,26.112225,26.831873,27.312000
300,1000,26.028992,26.757120,26.283808,27.033600,26.298977
400,100,34.770046,36.686176,40.034145,37.311680,37.864769
400,200,34.067455,33.965824,34.121120,34.565952,34.029408
400,300,31.168512,31.362207,31.286913,32.438911,32.037857
400,400,26.102049,27.649183,26.507263,18.964449,27.728928
400,500,28.785728,30.136415,31.284224,32.619518,29.051968
400,600,27.046753,28.674433,19.772032,25.837185,18.733791
400,700,23.894913,23.946527,24.046656,24.059168,23.808544
400,800,23.974527,25.536097,24.487232,16.743040,24.452097
400,900,16.295872,16.356352,23.676960,23.978497,24.565760
400,1000,18.769600,23.867712,24.056929,23.857599,23.855968
500,100,35.625633,34.501598,34.183361,36.158463,33.649952
500,200,28.824703,31.677088,29.586720,21.703680,34.847073
500,300,30.672768,21.686209,29.962784,23.078880,29.572096
500,400,27.955200,26.810656,28.050783,28.545055,26.428385
500,500,26.067295,26.522623,25.618719,26.527649,27.092863
500,600,27.444000,26.085377,26.674591,28.175743,17.975296
500,700,23.488352,25.112896,16.760832,23.963200,23.267839
500,800,23.851521,23.188480,22.469631,24.657951,25.293953
500,900,25.608192,23.584352,22.688959,23.834784,25.607807
500,1000,24.683552,15.245312,24.842497,22.998720,24.860289
600,100,35.231777,26.116096,35.475712,34.108418,33.238400
600,200,29.132608,30.581345,30.090431,29.700447,29.320000
600,300,26.503712,25.808895,27.514496,17.986561,26.671072
600,400,25.767839,25.087999,17.816544,17.746944,26.104769
600,500,28.669952,28.577791,28.003231,27.949375,27.736223
600,600,23.432192,15.609856,16.278303,27.845633,24.200447
600,700,24.848127,24.120319,24.881632,24.252417,24.260960
600,800,25.432320,15.489024,24.150560,22.042784,21.994720
